HGNC.symbol	Protein.Coding	Immunity.Gene	Pseudogene	TM.Domain	SEG	Coiled.coil	Signal.peptide	Avg.transcript	Avg.GC.content	Total.exons	Constitutive.exons	Mouse.homologs.70	Nucleus	Cytoplasm	Mitochondrion	Golgi	ER	Cell.surface
TRIM58	1	0	0	0	1	1	0	3225	0.4353	6	6	1	0	0	0	0	0	0
TRIM6	1	0	0	0	1	1	0	2280.8	0.4409	34	0	1	1	1	0	0	0	0
TRIM6-TRIM34	1	0	0	0	1	1	0	3391	0.4199	14	14	0	0	0	0	0	0	0
TRIM60	1	0	0	0	0	0	0	1454.5	0.435	9	0	0	0	0	0	0	0	0
TRIM62	1	0	0	0	0	1	0	2537.5	0.5185	12	0	1	0	1	0	0	0	0
TRIM63	1	1	0	0	1	1	0	1770	0.4992	11	0	1	1	1	0	0	0	0
TRIM68	1	0	0	0	1	1	0	2044.25	0.4654	21	0	1	1	1	0	1	0	0
TRIM7	1	0	0	0	1	1	1	2238.6	0.5511	18	0	0	1	1	0	0	0	0
TRIML1	1	0	0	0	1	1	0	1797	0.4758	10	0	1	0	0	0	0	0	0
TRIP10	1	0	0	0	1	1	0	1827.5	0.5402	40	0	1	0	1	0	1	0	0
TRIP11	1	0	0	0	1	1	0	4158.5	0.3797	29	0	1	1	0	0	1	0	0
TRIP12	1	0	0	0	1	1	0	2684.4	0.3819	75	0	1	1	1	0	0	0	0
TRIP13	1	0	0	0	1	0	0	1709	0.5049	25	0	1	1	0	0	0	0	0
TRIP6	1	0	0	0	1	0	0	1153.5	0.5645	30	0	1	1	1	0	0	0	0
TRMT1	1	0	0	0	1	0	0	1258.90909090909	0.5366	62	0	1	1	0	1	0	0	0
TRNT1	1	0	0	0	0	0	0	1368.625	0.3889	31	0	1	0	0	1	0	0	0
TRPC3	1	0	0	1	1	0	0	2584.8	0.3783	21	0	1	0	1	0	0	0	0
TRPC4	1	0	0	1	1	1	0	2924.44444444444	0.3522	25	0	1	0	1	0	0	0	1
TRPC7	1	0	0	1	1	1	0	2447.83333333333	0.4251	17	0	1	0	1	0	0	0	0
TRPM1	1	0	0	1	1	1	0	3866.66666666667	0.4398	78	3	1	0	0	0	0	0	0
TRPM2	1	0	0	1	1	1	0	4217.33333333333	0.5413	50	0	1	0	0	0	0	0	0
TRPM3	1	0	0	1	1	1	0	4626.07692307692	0.3804	48	0	1	0	0	0	0	0	0
TRPM4	1	0	0	1	1	1	0	2687.75	0.503	47	0	1	0	0	0	1	1	0
TRPM5	1	0	0	1	1	0	0	3732	0.637	30	20	1	0	0	0	0	0	0
TRPM6	1	0	0	1	1	0	0	6627	0.3999	45	0	1	0	0	0	0	0	0
TRPS1	1	0	0	0	1	0	0	3071.6	0.3581	31	0	1	1	0	0	0	0	0
TRPV2	1	0	0	1	1	0	0	950.833333333333	0.5324	26	0	1	0	0	0	0	0	1
TRPV3	1	0	0	1	1	0	0	3352.625	0.5169	37	0	1	0	0	0	0	0	0
TRPV5	1	0	0	1	1	0	0	2365.66666666667	0.4583	38	10	1	0	0	0	0	0	0
TRRAP	1	0	0	0	1	1	0	10434.5	0.4621	84	0	1	1	0	0	1	0	0
TRUB2	1	0	0	0	0	0	0	5719	0.5114	13	0	1	0	1	0	0	0	0
TSC1	1	1	0	0	1	1	0	6721	0.4278	32	0	1	0	1	0	0	0	0
TSC2	1	1	0	1	1	0	0	3269.23076923077	0.6006	93	0	1	1	1	0	1	0	0
TSC22D2	1	0	0	0	1	1	0	3697	0.3652	15	0	1	0	0	0	0	0	0
TSC22D3	1	0	0	0	1	1	0	1078.23529411765	0.4875	36	0	1	1	1	0	0	0	0
TSC22D4	1	0	0	0	1	1	0	1356.5	0.5803	17	0	1	1	1	0	0	0	0
TSG101	1	0	0	0	1	1	0	1319.5	0.397	35	0	1	1	1	0	0	0	0
TSHZ1	1	0	0	0	1	0	0	2536.75	0.4458	10	0	1	1	0	0	0	0	0
TSHZ2	1	0	0	0	1	1	0	4146.6	0.4202	11	0	1	1	0	0	0	0	0
TSHZ3	1	0	0	0	1	1	0	2808.5	0.4688	6	0	1	1	0	0	0	0	0
TSKU	1	0	0	0	1	0	1	2023.4	0.5535	10	0	1	0	0	0	0	0	0
TSLP	1	0	0	0	1	0	0	1922.66666666667	0.4311	9	0	0	0	0	0	0	0	0
TSPAN17	1	0	0	1	1	0	0	1712.125	0.587	28	0	1	0	0	0	0	0	0
TSPO	1	0	0	1	1	0	1	843.8	0.5781	12	0	1	0	1	1	0	0	0
TSSK3	1	0	0	0	0	0	0	820.5	0.547	9	0	1	0	1	0	0	0	0
TSTA3	1	0	0	0	0	0	0	863.875	0.6511	41	0	1	0	1	0	0	0	0
TTC23	1	0	0	0	1	0	0	1636.21428571429	0.418	54	0	1	0	0	0	0	0	0
TTF2	1	0	0	0	1	1	0	5050.5	0.4116	38	0	1	0	1	0	0	0	0
TTK	1	0	0	0	1	1	0	1580.125	0.3498	43	0	0	0	0	0	0	0	0
TTLL1	1	0	0	0	0	0	0	1543	0.5132	18	0	1	0	1	0	0	0	0
TTLL4	1	0	0	0	1	0	0	1887.25	0.4496	65	0	1	0	1	0	0	0	0
TTPA	1	0	0	0	1	0	0	2338	0.3843	7	0	1	0	1	0	0	0	0
TUBA1A	1	0	0	0	1	0	0	1199.14285714286	0.4862	21	0	1	1	1	0	0	0	0
TUBA1B	1	0	0	0	1	0	0	1010	0.5312	18	0	1	0	1	0	0	0	0
TUBA1C	1	0	0	0	1	1	0	1383.83333333333	0.452	23	0	1	1	1	0	0	0	0
TUBA3C	1	0	0	0	1	1	0	1468.5	0.5106	8	3	1	1	1	0	0	0	0
TUBA3D	1	0	0	0	1	1	0	1546	0.5209	7	0	1	1	1	0	0	0	0
TUBA3E	1	0	0	0	1	1	0	1542	0.5175	5	5	0	1	1	0	0	0	0
TUBB	1	0	0	0	1	1	0	2757.5	0.5305625	56	8	1	1	1	0	0	0	0
TUBB2A	1	0	0	0	1	1	0	1595	0.5617	5	0	1	1	1	0	0	0	0
TUBB4A	1	0	0	0	1	1	0	882.846153846154	0.5605	35	0	1	1	1	0	0	0	0
TUBB4B	1	0	0	0	1	1	0	1637	0.6325	6	0	1	1	1	0	0	0	0
TUBB8	1	0	0	0	1	1	0	1481.5	0.432	18	0	0	0	1	0	0	0	0
TUBD1	1	0	0	1	0	0	0	1373.83333333333	0.4529	34	0	1	1	1	0	0	0	0
TUBG1	1	0	0	0	1	0	0	1321	0.531	19	0	1	0	1	0	0	0	0
TUBGCP3	1	0	0	0	1	1	0	2165.14285714286	0.432757142857143	44	0	1	0	1	0	0	0	0
TUBGCP4	1	0	0	0	1	0	0	1842.875	0.4265	45	0	1	0	1	0	0	0	0
TUFT1	1	0	0	0	1	1	0	2799.25	0.4593	23	0	1	0	1	0	0	0	0
TULP3	1	0	0	0	1	0	0	1286.22222222222	0.45	34	0	0	1	0	0	0	0	0
TULP4	1	0	0	0	1	1	0	5756.33333333333	0.4315	26	0	1	0	1	0	0	0	0
TUSC1	1	0	0	0	1	1	0	2052	0.5244	1	1	1	0	0	0	0	0	0
TUSC2	1	0	0	0	1	0	0	944.25	0.5939	16	0	1	0	0	1	0	0	0
TUSC3	1	0	0	1	1	0	1	1753.57142857143	0.3698	35	0	1	0	0	1	0	1	0
TWF1	1	0	0	0	0	0	0	1632.75	0.3416	32	0	1	0	1	0	0	0	0
TWF2	1	0	0	0	1	1	0	1579	0.599	13	0	1	0	1	0	0	0	0
TWIST1	1	0	0	0	1	0	0	927.333333333333	0.3736	8	0	1	1	0	0	0	0	0
TWIST2	1	0	0	0	0	0	0	1290	0.5048	3	0	1	1	1	0	0	0	0
TWISTNB	1	0	0	0	1	0	0	3942	0.363	6	0	1	1	0	0	0	0	0
TXN	1	0	0	0	0	0	0	752	0.4228	8	0	1	1	1	1	0	0	0
TXNDC15	1	0	0	1	1	0	1	1505.42857142857	0.4617	24	0	1	0	0	0	0	0	0
TXNDC17	1	0	0	0	0	0	0	1010	0.4273	22	0	1	0	1	0	0	0	0
TXNDC5	1	0	0	0	1	0	1	2132.5	0.4702	17	0	1	0	0	0	0	1	0
TXNDC8	1	0	0	0	0	0	0	767.5	0.3993	11	2	0	0	1	1	1	0	0
TXNL4A	1	0	0	0	1	0	0	1035	0.456	28	0	1	1	1	0	0	0	0
TXNRD1	1	0	0	0	1	0	0	2304.4	0.4237	65	0	0	1	1	1	0	0	0
TYROBP	1	1	0	1	1	0	1	539.333333333333	0.5145	18	0	1	0	0	0	0	0	1
U2AF1	1	1	0	0	1	0	0	1112.4	0.4366	25	0	0	0	0	0	0	0	0
U2AF1L4	1	0	0	0	1	0	0	664.5	0.5584	53	0	0	1	1	0	0	0	0
U2AF2	1	1	0	0	1	1	0	1490.2	0.5603	29	0	1	1	0	0	0	0	0
U2SURP	1	0	0	0	1	1	0	2729.875	0.3845	65	0	1	1	0	0	0	0	0
UBA1	1	0	0	0	1	0	0	1863.75	0.5131	43	0	1	1	1	1	0	1	0
UBA2	1	0	0	1	1	1	0	1634.28571428571	0.4217	34	0	1	1	1	0	0	0	0
UBA52	1	0	0	0	1	0	0	817.692307692308	0.5324	30	0	1	1	1	0	0	0	0
UBAC2	1	0	0	1	1	0	0	1225.6	0.4175	25	0	1	0	0	0	0	1	0
UBAP1	1	0	0	0	1	1	0	2315.2	0.428	15	2	1	0	1	0	1	0	0
UBAP2	1	0	0	0	1	1	0	2384.875	0.4326	57	0	1	0	0	0	0	0	0
UBC	1	0	0	0	0	0	0	1133.81818181818	0.507	31	0	0	1	1	0	0	0	0
UBE2A	1	0	0	0	0	1	0	1238.57142857143	0.4014	27	0	1	0	1	0	0	0	0
UBE2D1	1	0	0	0	0	0	0	2640	0.3605	12	0	1	0	1	0	0	0	0
UBE2D2	1	0	0	0	0	0	0	1164.33333333333	0.4435	23	0	0	0	1	0	0	0	0
UBE2D3	1	0	0	0	1	0	0	1224.07692307692	0.3848	74	0	1	0	1	0	0	0	0
UBE2F	1	0	0	0	0	0	0	1006.8	0.4485	53	0	0	0	1	0	0	0	0
UBE2F-SCLY	1	0	0	0	0	0	0	1926.5	0.4535	24	5	0	0	1	0	0	0	0
UBE2G1	1	0	0	0	1	0	0	1409.5	0.4177	17	0	1	0	1	0	0	0	0
UBE2H	1	0	0	0	1	0	0	1335.5	0.4185	26	0	1	0	1	0	0	0	0
UBE2I	1	0	0	0	1	0	0	1804.81818181818	0.5946	44	0	1	1	1	0	0	0	0
UBE2J1	1	0	0	1	1	0	0	4290	0.4013	8	8	1	0	1	0	0	1	0
UBE2J2	1	0	0	1	1	0	0	1118.875	0.5633	46	0	1	0	1	0	0	1	0
UBE2L3	1	0	0	0	1	0	0	2989	0.4973	6	0	0	1	1	0	0	0	0
UBE2M	1	0	0	0	0	0	0	863.666666666667	0.6171	15	0	1	0	1	0	0	0	0
UBE2R2	1	0	0	0	1	0	0	4075	0.4211	5	5	1	0	1	0	0	0	0
UBE3A	1	1	0	0	1	1	0	2141.6	0.3621	62	0	1	1	1	0	0	0	0
UBE3B	1	0	0	0	1	0	0	2979.44444444444	0.4632	54	0	1	0	1	0	0	0	0
UBE4B	1	0	0	0	1	1	0	2539.8	0.4412	46	0	1	1	1	0	0	0	0
UBL3	1	0	0	0	0	0	0	4384	0.3643	5	5	1	0	0	0	0	0	0
UBL4A	1	0	0	0	1	1	0	1118	0.6117	17	0	1	1	1	0	0	0	0
UBL4B	1	0	0	0	1	1	0	1478	0.5731	1	1	0	0	1	0	0	0	0
UBL7	1	0	0	0	1	0	0	1103.33333333333	0.4795	24	0	1	0	0	0	0	0	0
UBQLN1	1	0	0	0	1	0	0	1840.75	0.3875	23	0	1	0	1	0	0	1	0
UBQLN4	1	0	0	0	1	0	0	3576	0.5071	15	0	1	1	1	0	0	1	0
UBQLNL	1	0	0	0	1	0	0	2313	0.5076	1	1	0	0	0	0	0	0	0
UBR1	1	0	0	0	1	1	0	1864.88888888889	0.3981	70	0	1	0	1	0	0	0	0
UBR2	1	0	0	0	1	1	0	5140	0.391	49	10	1	0	1	0	0	0	0
UBR5	1	0	0	0	1	1	0	4628.71428571429	0.3838	88	0	1	1	1	0	0	0	0
UBTF	1	0	0	0	1	1	0	2566.54545454545	0.5952	45	0	1	1	0	0	0	0	0
UBXN6	1	0	0	0	1	0	0	1314.2	0.5986	27	0	1	1	1	0	0	0	0
UBXN8	1	0	0	1	1	1	1	1048.85714285714	0.4401	27	0	1	0	0	0	0	1	0
UCHL3	1	0	0	0	1	0	0	906	0.3578	18	0	0	1	1	0	0	0	0
UCK1	1	0	0	0	1	0	0	2126.4	0.5727	23	0	1	0	1	0	0	0	0
UCK2	1	0	0	0	0	0	0	1070.33333333333	0.4422	20	0	1	0	1	0	0	0	0
UCN	1	0	0	0	1	1	1	795	0.6864	2	2	1	0	0	0	0	0	0
UCP3	1	0	0	0	0	0	0	1526.66666666667	0.5234	13	0	1	0	0	1	0	0	0
UFC1	1	0	0	0	0	1	0	1114	0.4611	18	0	1	0	0	0	0	0	0
UGCG	1	0	0	1	1	0	0	4007	0.4022	18	0	1	0	0	0	0	0	0
UGGT1	1	0	0	1	1	0	0	4326	0.4084	53	0	1	0	0	0	0	1	0
UGP2	1	0	0	0	1	0	0	939.083333333333	0.3865	75	0	1	1	1	0	0	0	0
UGT1A1	1	1	0	1	1	1	1	2885.5	0.4247	7	3	1	0	0	0	0	1	0
UGT1A3	1	0	0	1	1	1	1	2878	0.4321	7	3	0	0	0	0	0	1	0
UGT1A4	1	0	0	1	1	1	1	2287	0.4382	8	3	0	0	0	0	0	1	0
UGT1A5	1	0	0	1	1	1	1	2345	0.4388	5	5	0	0	0	0	0	1	0
UGT1A7	1	0	0	1	1	1	1	2296	0.4262	8	0	0	0	0	0	0	1	0
UGT2A1	1	0	0	1	1	0	1	2071.5	0.341	25	7	0	0	0	0	0	0	0
UGT2B15	1	0	0	1	1	0	1	2011.66666666667	0.364866666666667	15	10	0	0	0	0	0	1	0
UGT2B28	1	0	0	1	0	0	1	1737.33333333333	0.3491	10	2	0	0	0	0	0	1	0
UGT2B4	1	0	0	1	0	0	1	1511.66666666667	0.3628	13	0	0	0	0	0	0	1	0
UHMK1	1	0	0	0	1	0	0	8347	0.3832	14	0	1	1	1	0	0	0	0
UHRF2	1	0	0	0	1	0	0	2112.75	0.3899	42	0	1	1	0	0	0	0	0
UIMC1	1	0	0	0	1	1	0	1513.875	0.4238	45	0	1	1	0	0	0	0	0
ULBP1	1	0	0	1	1	0	1	3142	0.518	5	5	0	0	0	0	0	1	0
ULBP3	1	0	0	0	0	1	1	861.5	0.5466	7	2	0	0	0	0	0	0	0
ULK2	1	0	0	0	1	0	0	2330.6	0.4145	49	0	1	0	1	0	0	0	0
UMODL1	1	0	0	1	1	0	1	2770.8	0.5221	42	0	0	0	1	0	0	0	0
UNC5C	1	0	0	1	1	0	1	5127.4	0.3741	23	3	1	0	0	0	0	0	0
UNKL	1	0	0	0	1	1	0	2545.11111111111	0.5782	47	0	0	1	1	0	0	0	0
UPF1	1	0	0	0	1	0	0	5329.5	0.5516	48	0	1	1	1	0	0	0	0
UQCRC2	1	0	0	0	1	0	0	1074.125	0.4033	37	0	1	0	0	1	0	0	0
UQCRQ	1	0	0	0	0	0	0	618	0.5129	13	0	1	0	0	1	0	0	0
URI1	1	0	0	0	1	1	0	1164.8	0.3788	39	0	1	1	1	1	0	0	0
UROD	1	0	0	0	0	0	0	860.666666666667	0.5229	45	0	1	0	1	0	0	0	0
USF2	1	0	0	0	1	1	0	938.272727272727	0.5736	43	0	1	1	0	0	0	0	0
USP1	1	0	0	0	1	1	0	2224.5	0.3948	15	1	1	1	0	0	0	0	0
USP10	1	0	0	0	1	0	0	1270.36363636364	0.4362	54	0	1	1	1	0	0	0	0
USP13	1	0	0	0	1	0	0	3119.5	0.4273	31	0	1	0	0	0	0	0	0
USP14	1	0	0	0	1	1	0	1732.57142857143	0.3805	35	0	1	1	1	0	0	0	1
USP17L4	1	0	0	0	1	0	0	1593	0.5135	1	1	0	1	0	0	0	1	0
USP18	1	0	0	0	0	0	0	2129	0.4815	11	11	0	1	1	0	0	0	0
USP2	1	0	0	0	1	0	0	1915.8	0.5464	26	0	1	1	1	0	0	0	0
USP20	1	0	0	0	1	0	0	4381.33333333333	0.5214	43	0	1	0	1	0	0	0	0
USP21	1	0	0	0	1	0	0	1698.2	0.5343	35	0	1	1	1	0	0	0	0
USP30	1	0	0	1	1	0	0	1354.42857142857	0.4228	36	0	1	0	0	1	0	0	0
USP32	1	0	0	0	1	0	0	1724.5	0.4019	60	0	0	0	1	0	1	0	0
USP34	1	0	0	0	1	1	0	4322	0.3876	126	0	1	1	1	0	0	0	0
USP37	1	0	0	0	1	1	0	4538.2	0.3962	48	0	1	1	0	0	0	0	0
USP39	1	0	0	0	1	0	0	1469.7	0.4655	47	0	1	0	0	0	0	0	0
USP40	1	0	0	0	1	1	1	2238.22222222222	0.3886	62	0	1	1	1	0	0	0	0
USP49	1	0	0	0	1	1	0	4115.5	0.4151	21	0	1	1	0	0	0	0	0
USP5	1	0	0	0	1	1	0	2234	0.5277	36	0	1	0	0	0	0	0	0
USP54	1	0	0	0	1	0	0	3453.55555555556	0.4216	57	0	1	0	0	0	0	0	0
USP6	1	0	0	0	1	0	0	8121.75	0.4642	46	0	0	0	1	0	0	0	0
USP7	1	0	0	0	1	1	0	2089.58333333333	0.4624	73	0	1	1	1	0	0	0	0
USP9X	1	0	0	0	1	1	0	7106.66666666667	0.385	59	0	1	0	1	0	0	0	0
USPL1	1	0	0	0	1	0	0	3944	0.3894	12	0	0	0	0	0	0	0	0
UTP14C	1	0	0	0	1	1	0	5529	0.4196	2	2	0	0	0	0	0	0	0
UTP23	1	0	0	0	1	0	0	1080.42857142857	0.4004	18	0	1	0	0	0	0	0	0
UTRN	1	0	0	0	1	1	0	2039.1	0.38	95	0	1	0	1	0	0	0	0
UVRAG	1	0	0	0	1	1	0	2175.42857142857	0.3873	32	0	1	0	1	0	0	1	0
VAMP7	1	0	0	1	1	0	0	1624	0.3877	20	0	0	0	1	0	1	1	1
VANGL1	1	0	0	1	1	0	0	5416.25	0.4532	16	0	1	0	0	0	0	0	0
VAPA	1	0	0	1	1	1	0	2869.66666666667	0.3713	23	0	1	0	1	0	0	1	0
VARS	1	0	0	0	1	1	0	1905.16666666667	0.53916	356	0	1	0	1	1	0	0	0
VCP	1	1	0	0	1	0	0	2014	0.4781	31	0	1	1	1	0	0	1	0
VEZF1	1	0	0	0	1	1	0	2359	0.4094	13	0	1	1	1	0	0	0	0
VHL	1	1	0	0	1	0	0	3216.5	0.4755	7	0	0	1	1	1	0	1	0
VHLL	1	0	0	0	0	0	0	676	0.5429	1	1	0	1	1	1	0	0	0
VILL	1	0	0	0	1	0	0	1615.83333333333	0.5598	40	0	1	0	0	0	0	0	0
VIM	1	0	0	0	1	1	0	1937.4	0.4625	26	0	1	0	1	0	0	0	0
VN1R1	1	0	0	1	1	0	0	2353	0.4173	1	1	0	0	0	0	0	0	0
VPREB1	1	0	0	0	1	0	1	690.5	0.5981	4	0	0	0	0	0	0	0	0
VPS11	1	0	0	0	1	1	0	2495.5	0.4894	72	0	1	0	0	0	0	0	0
VPS13B	1	1	0	0	1	0	0	6442	0.3665	82	0	1	0	0	0	0	0	0
VPS13D	1	0	0	0	1	1	0	9549.8	0.4234	96	0	1	0	0	0	0	0	0
VPS26A	1	0	0	0	0	0	0	2045	0.3968	23	0	1	0	1	0	0	0	0
VPS28	1	0	0	0	1	0	0	1055	0.6323	42	0	0	0	1	0	0	0	0
VPS29	1	0	0	0	0	0	0	1095.42857142857	0.4072	29	0	1	0	1	0	0	0	0
VPS37A	1	0	0	0	1	1	0	1846.5	0.3712	38	0	1	0	1	0	0	0	0
VRK3	1	0	0	0	1	0	0	1336.11111111111	0.5086	56	0	1	1	1	0	0	0	0
VSX2	1	0	0	0	1	0	0	2995	0.5378	5	5	1	1	1	0	0	0	0
VTA1	1	0	0	0	1	1	0	3690.25	0.3553	13	0	1	0	1	0	0	0	0
VTI1A	1	0	0	1	1	1	0	2934.5	0.391	25	0	1	0	1	0	1	1	0
WARS	1	0	0	0	1	0	0	968.060606060606	0.4689	100	0	1	1	1	0	0	0	0
WBP11	1	0	0	0	1	1	0	1975.66666666667	0.3717	19	0	1	1	1	0	0	0	0
WDR11	1	0	0	0	1	1	0	3619.25	0.3682	66	0	1	1	1	0	0	0	0
WDR18	1	0	0	0	1	1	0	1225.875	0.6229	30	0	1	0	1	0	0	0	0
WDR44	1	0	0	0	1	0	0	3715.25	0.3907	30	0	1	0	1	0	1	0	0
WDR54	1	0	0	0	0	0	0	859	0.5468	31	0	1	0	0	0	0	0	0
WDR82	1	0	0	0	1	0	0	1818	0.4488	16	0	1	1	0	0	0	0	0
WDR83	1	0	0	0	1	0	0	1016.33333333333	0.5504	35	0	1	1	1	0	0	0	0
WDR90	1	0	0	0	1	0	0	2343.77777777778	0.646	91	0	1	0	0	0	0	0	0
WDSUB1	1	0	0	0	0	0	0	1755.8	0.3911	18	4	1	0	0	0	0	0	0
WEE1	1	0	0	0	1	1	0	1516.83333333333	0.4054	27	0	1	1	1	0	0	0	0
WFDC10B	1	0	0	1	1	0	1	552.5	0.415	4	1	0	0	0	0	0	0	0
WFDC11	1	0	0	1	0	0	1	605.666666666667	0.3966	8	2	0	0	0	0	0	0	0
WFDC12	1	0	0	0	1	0	1	775	0.5322	3	3	0	0	0	0	0	0	0
WFDC5	1	0	0	0	1	0	1	1026	0.5191	6	1	0	0	0	0	0	0	0
WHSC1	1	0	0	0	1	1	0	4337.33333333333	0.4714	73	0	1	1	1	0	0	0	0
WHSC1L1	1	0	0	0	1	1	0	3494	0.3879	46	0	1	1	0	0	0	0	0
WIF1	1	0	0	0	1	0	1	1078.33333333333	0.3831	15	0	1	0	0	0	0	0	0
WNK1	1	0	0	0	1	1	1	4395.35714285714	0.3872	69	0	1	0	1	0	0	0	0
WNK3	1	0	0	0	1	1	0	6806.2	0.4003	33	0	1	0	1	0	0	0	0
WNT10B	1	0	0	0	1	0	1	1415	0.5584	18	0	1	0	0	0	0	0	0
WNT2B	1	0	0	0	1	1	0	5838.66666666667	0.4459	11	0	1	0	0	0	0	0	0
WNT4	1	0	0	1	1	0	0	1669	0.577	8	0	1	0	1	0	0	1	1
WNT5A	1	0	0	1	1	0	1	3061	0.4849	22	0	1	0	0	0	0	1	1
WNT9B	1	0	0	1	1	0	1	1524.33333333333	0.51245	16	2	1	0	0	0	0	0	0
WSB2	1	0	0	0	1	0	0	1421.85714285714	0.4642	31	0	1	0	0	0	0	0	0
WT1	1	1	0	0	1	0	0	1974.44444444444	0.4645	24	0	1	1	1	0	0	0	0
WTAP	1	0	0	0	1	1	0	2088	0.3863	20	0	1	1	0	0	0	0	0
WWOX	1	0	0	0	0	0	0	1243.63636363636	0.4264	41	0	1	1	1	1	1	0	0
WWP2	1	0	0	0	1	1	0	2394.42857142857	0.456	64	0	1	1	1	0	0	0	0
WWTR1	1	0	0	0	1	1	0	1322.3	0.4107	35	0	1	1	1	0	0	0	0
XAB2	1	0	0	0	1	1	0	2667	0.6082	26	0	1	1	0	0	0	0	0
XAGE1A	1	0	0	0	0	0	0	544	0.4195	8	0	0	0	0	0	0	0	0
XAGE1B	1	0	0	0	0	0	0	520	0.4282	12	0	0	0	0	0	0	0	0
XBP1	1	0	0	0	1	1	0	1657.8	0.4493	22	0	1	1	1	0	0	1	0
XCL1	1	0	0	0	1	0	1	1367	0.3998	3	3	0	0	0	0	0	0	0
XCL2	1	0	0	0	1	0	1	565	0.4216	3	3	0	0	0	0	0	0	0
XIAP	1	1	0	0	1	0	0	5301.6	0.4198	29	0	0	1	1	0	0	0	0
XPNPEP3	1	0	0	0	0	0	0	3651.66666666667	0.4148	22	0	0	0	0	1	0	0	0
XPOT	1	0	0	0	1	1	0	2183.25	0.3976	37	0	1	0	1	0	0	0	0
XRN2	1	0	0	0	1	0	0	3437	0.3722	30	30	1	1	0	0	0	0	0
XYLB	1	0	0	0	1	0	0	2938	0.4483	25	0	1	0	1	0	0	0	0
XYLT2	1	0	0	1	1	0	0	1752.33333333333	0.5654	21	0	1	0	0	0	0	1	0
YAP1	1	0	0	0	1	1	0	3302.11111111111	0.3863	21	0	1	1	1	0	0	0	0
YARS2	1	0	0	0	1	0	0	1721.5	0.3951	10	0	1	0	1	1	0	0	0
YBX1	1	0	0	0	1	0	0	1295.75	0.4041	25	0	1	1	1	0	0	0	0
YEATS4	1	0	0	0	1	1	0	1061.25	0.3936	16	0	1	1	1	0	0	0	0
YES1	1	0	0	0	1	0	0	4544.66666666667	0.4001	21	0	1	0	1	0	1	0	0
YME1L1	1	0	0	1	1	0	0	2580.125	0.3836	34	0	1	0	0	1	0	0	0
YPEL2	1	0	0	0	0	0	0	3049	0.4662	13	0	1	0	0	0	0	0	0
YWHAB	1	0	0	0	0	1	0	1524.66666666667	0.4042	25	0	1	1	1	0	0	0	0
YWHAE	1	0	0	0	0	1	0	1300.625	0.4481	62	0	1	0	1	1	0	0	0
YWHAQ	1	0	0	0	1	0	0	1696.33333333333	0.4033	13	0	1	0	1	0	0	0	0
YWHAZ	1	0	0	0	1	1	0	1540.42105263158	0.4087	54	0	1	1	1	1	0	0	0
ZADH2	1	0	0	0	0	0	0	3032	0.4675	8	0	1	0	0	1	0	0	0
ZBTB16	1	0	0	0	1	0	0	1382.4	0.4744	25	0	1	1	1	0	0	0	0
ZBTB17	1	0	0	0	1	1	0	1895.8	0.5122	46	0	1	1	0	0	0	0	0
ZBTB22	1	0	0	0	1	0	0	1959	0.594436363636364	22	0	1	1	0	0	0	0	0
ZBTB25	1	0	0	0	1	0	0	3617.75	0.4225	13	0	1	0	1	0	0	0	0
ZBTB26	1	0	0	0	1	0	0	3245	0.3997	4	0	1	0	1	0	0	0	0
ZBTB3	1	0	0	0	1	0	0	1300	0.5123	6	0	1	1	0	0	0	0	0
ZBTB33	1	0	0	0	1	0	0	3778.5	0.3937	5	0	1	1	1	0	0	0	0
ZBTB40	1	0	0	0	1	0	0	6975	0.427	21	2	1	1	0	0	0	0	0
ZBTB45	1	0	0	0	1	0	0	1644	0.5364	10	0	1	1	0	0	0	0	0
ZBTB8A	1	0	0	0	1	0	0	4509	0.4345	7	3	1	1	0	0	0	0	0
ZC3H13	1	0	0	0	1	1	0	3915	0.349	30	0	1	0	0	0	0	0	0
ZC3H18	1	0	0	0	1	1	0	1633.5	0.5175	46	0	1	0	0	0	0	0	0
ZC3HAV1	1	0	0	0	1	0	0	4136.25	0.434	19	4	0	1	1	0	1	0	0
ZC3HC1	1	0	0	0	1	0	0	1403.25	0.4446	33	0	1	1	0	0	0	0	0
ZCCHC13	1	0	0	0	1	0	0	842	0.5166	1	1	0	0	0	0	0	0	0
ZCCHC3	1	0	0	0	1	0	0	3354	0.5516	1	1	1	0	0	0	0	0	0
ZCCHC9	1	0	0	0	1	1	0	2195.25	0.3815	21	0	1	0	0	0	0	0	0
ZEB2	1	0	0	0	1	0	0	2305.38095238095	0.3854	75	0	1	1	0	0	0	0	0
ZFAND3	1	0	0	0	1	0	0	1865.25	0.3923	17	0	1	0	0	0	0	0	0
ZFHX3	1	0	0	0	1	1	0	14952.5	0.4645	15	0	1	1	1	1	0	0	0
ZFP14	1	0	0	0	0	0	0	4065.5	0.4269	7	1	1	1	0	0	0	0	0
ZFP28	1	0	0	0	0	0	0	2701.33333333333	0.4078	16	0	1	1	0	0	0	0	0
ZFP36L1	1	0	0	0	1	0	0	1874.5	0.5326	14	0	1	1	1	0	0	0	0
ZFP36L2	1	0	0	0	1	0	0	2661.5	0.5596	6	0	1	1	1	0	0	0	0
ZFP37	1	0	0	0	1	0	0	3562	0.3908	10	1	0	1	0	0	0	0	0
